	WORD	CEFR
456	afvalophaling	b2
457	afvalproductie	c1
458	afvalrecyclage	c1
459	afvalstof	c1
460	afvalstroom	b2
461	afvalverwijderingsstructuur	b2
462	afvegen	a2
463	afvliegen	a2
464	afvoerbuis	c1
465	afvragen	b2
466	afvuren	b2
467	afwaaien	b1
468	afwachten	b1
469	afwachtend	b2
470	afwas	a2
471	afwasborstel	b2
472	afwassen	a2
473	afweten	b2
474	afwezig	c1
475	afwezigheid	b2
476	afwijken	b2
477	afwijkend	b2
478	afwijking	b2
479	afwijzen	b2
480	afwisselen	b1
481	afwisseling	b1
482	afzender	a2
483	afzet	b2
484	afzetmarkt	c1
485	afzetten	b2
486	afzetterij	b1
487	afzien van	b2
488	afzien	c1
489	afzoeken	a2
490	afzonderlijk	b1
491	afzuigkap	a2
492	afzwakken	b2
493	agenda	c1
494	agendapunt	b2
495	agent	b1
496	agentschap	b1
497	agglomeratie	b1
498	agrarisch	b2
499	agressie	b2
500	agressief	b2
501	agressiviteit	b1
502	ah	a2
503	ai	a2
504	air	b2
505	airbag	c1
506	airco	b1
507	airconditioning	b1
508	airline	b2
509	aju	a2
510	akelig	a2
511	akker	a2
512	akkoord	b2
513	aktetas	b1
514	al dan niet	b2
515	al met al	b2
516	al	a2
517	alarm	a2
518	alarmbel	b1
519	alarmmelding	b1
520	albanees	b1
521	album	b1
522	alchemie	b2
523	alcohol	b1
524	alcoholgebruik	b2
525	alcoholverslaafd	b1
526	aldoor	a2
527	aldus	b2
528	alfabet	b2
529	algemeen dagblad	b2
530	algemeen	b2
531	alhoewel	b2
532	alinea	b2
533	alkoof	a2
534	allang	b1
535	alle	b1
536	allebei	a1
537	alledaags	b1
538	alleen	a2
539	alleenrecht	c1
540	alleenstaand	b1
541	allemaal	a2
542	allemachtig	b1
543	alleraardigst	b1
544	allerbekend	a2
545	allerbelangrijkst	b1
546	allerbest	b1
547	allerdroevig	a2
548	allereerst	a2
549	allerergst	a2
550	allerfout	b2
551	allergisch	b1
552	allergrootst	b2
553	allerhande	b2
554	allerhoogst	b1
555	allerlaatst	b2
556	allerlei	c1
557	allerliefst	b1
558	allerminst	b1
559	allermooist	a2
560	alles	a2
561	alletwee	b1
562	allevier	a2
563	allicht	b2
564	allochtoon	b2
565	allure	b2
566	alom	b1
567	als doel	b2
568	als gevolg van	c1
569	als het waar	b1
570	als	a2
571	alsjeblieft	a1
572	alsmaar	b1
573	alsmede	b2
574	alsnog	c1
575	alsof	b1
576	alstublieft	a2
577	altaar	a2
578	alternatief	c1
579	althans	c1
580	altij	a2
581	altijd	a1
582	alvast	b2
583	alweer	a2
584	alzheimermuis	c1
585	amateurschrijver	b2
586	amateurvoetballer	b2
587	ambacht	b1
588	ambachtelijk	b2
589	ambassade	b1
590	ambassadeur	b2
591	ambiorixchocola	b2
592	ambiorixgebak	b2
593	ambitie	b2
594	ambitieniveau	b1
595	ambitieus	b2
596	ambtelijk	b2
597	ambtenaar	b1
598	ambtenarij	c1
599	ambulance	b1
600	ambulancesirene	b2
601	ambulant	b2
602	amerikaans	c1
603	amerikaanse	c1
604	amfetamine	b1
605	amfibie	b1
606	amoreel	b1
607	amper	b1
608	amputeren	b1
609	amsterdammers	a2
610	amsterdams	b2
611	amusement	b1
612	amuseren	b1
613	amuzikaal	b2
614	an	a2
615	analiste	b2
616	analyse	b1
617	analyseren	b2
618	anarchistisch	b1
619	ander	b2
620	anderhalf	b2
621	anderlechtspits	b2
622	andermaal	b2
623	andermans	a2
624	anders	a2
625	andersom	b2
626	anderstalig	b1
627	anderszijn	b2
628	anderzijds	c1
629	andijviestamppot	a2
630	anekdote	b1
631	angelsaksisch	b2
632	angst	b2
633	angstig	a2
634	angststoornis	b2
635	angstwekkend	b2
636	angstzweet	b1
637	animatie	b1
638	animatieserie	b2
639	anker	a2
640	anno	b2
641	annuleren	b1
642	anoniem	b2
643	anorexia	b2
644	ansichtkaart	a2
645	antenne	b2
646	anthiekhandelaar	b2
647	anthiekmarkt	b2
648	antibioticaverbruik	b1
649	antibioticum	b1
650	anticlimax	b1
651	antiek	b2
652	antiekmarkt	b2
653	antiekwinkel	a2
654	antikraakwacht	b2
655	antilliaans	a2
656	antillianen	b1
657	antiracistisch	b2
658	antisociaal	b1
659	antraciet	b2
660	antropologe	b2
661	antropologie	b2
662	antropologisch	b2
663	antropoloog	b2
664	antwerps	b2
665	antwoord	b1
666	antwoorden	a2
667	aow	b1
668	apart	b2
669	apartheid	b2
670	apartheidsregime	b2
671	apartheidswet	b2
672	apathisch	b2
673	apostel	b2
674	apotheek	b1
675	apotheker	c1
676	app	b1
677	apparaat	b2
678	apparatuur	a2
679	appartement	a1
680	appel	a1
681	appelboom	a2
682	appelleren	b2
683	appelmoes	a2
684	appelsap	a1
685	appeltaart	a2
686	applaudisseren	b1
687	applaus	b2
688	applicatie	b2
689	appreciëren	b1
690	apps	a1
691	april	b1
692	aquamarijn	b1
693	aquaria	b1
694	aquarium	a2
695	arabier	a2
696	arabisch	c1
697	arbeid	c1
698	arbeider	c1
699	arbeidersklasse	b2
700	arbeidersmeisje	b2
701	arbeiderspot	b2
702	arbeidscontract	b2
703	arbeidsduur	b2
704	arbeidsduurverkorting	c1
705	arbeidsherverdeling	c1
706	arbeidskracht	b2
707	arbeidsmarkt	b2
708	arbeidsmigratie	b1
709	arbeidsongeschikt	b2
710	arbeidsongeschikten	b1
711	arbeidsongeschiktheid	b2
712	arbeidsovereenkomst	b2
713	arbeidsparticipatie	b2
714	arbeidsplaats	b2
715	arbeidsuur	b2
716	arbeidsverkorting	c1
717	archiefmateriaal	b2
718	architect	b2
719	architectenkantoor	c1
720	architecturaal	b1
721	architectuur	b2
722	archiveren	b2
723	argument	b2
724	argwanend	a2
725	arisch	b2
726	arm	a1
727	armband	a2
728	armenhuis	b1
729	armoe	a2
730	armoede	c1
731	armoedegrens	b1
732	armoederapport	b1
733	armoedig	a2
734	arrangement	b1
735	arrestatie	a2
736	arrestatiebevel	a2
737	arresteer	a2
738	arresteren	a2
739	arriveren	b2
740	arrogant	b1
741	arsenaal	b1
742	artiest	c1
743	artiestenduo	b1
744	artiestenruimte	b2
745	artiestenwereld	b1
746	artikel	b2
747	artistiek	b1
748	arts	b1
749	artsenopleiding	b1
750	as	a2
751	asielprocedure	b1
752	asjeblieft	a2
753	asociaal	b1
754	aspect	b2
755	asperge	a2
756	assimilatiemodel	b2
757	assistent	b2
758	assistente	b1
759	assisteren	c1
760	associatie	b2
761	associer	b2
762	associëren	b2
763	assortiment	a2
764	astma	b1
765	astmapatiënt	b1
766	astrologie	b2
767	astroloog	b2
768	astronomie	b2
769	astronomisch	c1
770	at	a1
771	atelier	b1
772	atheneum	a2
773	atlantisch	b2
774	atlas	a2
775	atleet	b2
776	atletiek	b2
777	atletiekpiste	b1
778	atmosfeer	b1
779	attentieniveau	b2
780	attitude	b2
781	au	a2
782	audiobijdrage	b1
783	audioboek	b1
784	augustus	b1
785	australisch	b2
786	auteur	b2
787	auteursrecht	b1
788	authenticiteit	b2
789	authentiek	b2
790	autistisch	b2
791	auto	a1
792	autoband	b1
793	autobelasting	b1
794	autobestuurder	b1
795	autobezit	b1
796	autobiografie	b1
797	autobus	b1
798	autochtoon	b2
799	autodealer	b1
800	autodelen	b1
801	autodichtheid	b1
802	autodidact	b2
803	autogebruik	b1
804	automaat	b2
805	automatisch	b2
806	automatiseren	b1
807	automatisering	c1
808	automobilist	c1
809	automonteur	a2
810	autonomie	b2
811	autonoom	b2
812	autoraam	b1
813	autoradio	b1
814	autorijden	a1
815	autoritair	b2
816	autoriteit	b2
817	autosnelweg	c1
818	autosuggestie	b2
819	autoverhuurbedrijf	b1
820	autovrij	b2
821	avatar	b2
822	avond uit	a2
823	avond	b1
824	avondeten	a2
825	avondklok	b2
826	avondleven	b2
827	avondmaal	b2
828	avondschool	a2
829	avondspits	b1
830	avonduur	b2
831	avonturenboek	b2
832	avonturenbos	b1
833	avonturengame	b2
834	avonturenverhaal	a2
835	avontuur	b1
836	avontuurlijk	b2
837	aziatisch	b2
838	azijn	b1
839	baan	b1
840	baanbrekend	b2
841	baard	b1
842	baas	a2
843	baat	b2
844	babbel	b2
845	babbelen	b1
846	baby	c1
847	babyboomer	b1
848	bachelorjaar	b2
849	bacheloropleiding	b2
850	bachelorstructuur	b2
851	bacterie	c1
852	bad	b1
853	badhanddoek	b1
854	badkamer	a1
855	badlaken	b2
856	badlinnen	b1
857	badmeester	b2
858	badminton	b2
859	badmintonnen	b2
860	badmuts	b2
861	badpak	a2
862	badplaats	b1
863	badspons	a2
864	bagage	b1
865	bagageband	b1
866	bagagekar	a2
867	bagatel	b2
868	baggeren	b2
869	baggerwerk	b2
870	bah	b2
871	bajonet	b1
872	bak	b1
873	bakenen	b1
874	bakken	b1
875	bakker	a2
876	bakkerij	b1
877	bakkersjongen	a2
878	bakkerswinkel	a2
879	bakproduct	a2
880	baksteen	a2
881	baksteentje	b2
882	bakstenen	b1
883	bal	a2
884	balans	b2
885	balen	a2
886	balie	a2
887	baljurk	a2
888	balkon	a1
889	balkondeur	b1
890	ballen	b2
891	ballon	b1
892	balorig	b2
893	balpen	b2
894	balsport	b2
895	balzaal	a2
896	bamboe	b1
897	banaal	b1
898	banaan	a1
899	bananenschil	b1
900	bancontact	b2
901	band	b1
902	banditisme	b1
903	banen	b2
904	bang	a1
905	bank	a1
906	bankautomaat	b2
907	bankbediende	b1
908	bankbiljet	b1
909	banket	a2
910	banketbakkerij	a2
911	bankgeheim	c1
912	bankieren	b1
913	bankkaart	b2
914	bankpas	b1
915	bankrekening	b2
916	bankrover	a2
917	bankstel	b1
918	bankzaak	a1
919	bar	b2
920	barbaar	b1
921	barbaars	b1
922	barbiepop	b1
923	barbier	a2
924	baren	c1
925	barista	b2
926	bariton	b1
927	baron	b1
928	barones	b1
929	barricaderen	a2
930	barrière	b1
931	bars	b1
932	barsten	a2
933	barvrouw	a2
934	baseren	b2
935	basiliek	b2
936	basis	b2
937	basisbehoefte	b1
938	basiseducatie	b1
939	basisgedrag	b1
940	basisgegeven	a2
941	basiskennis	b2
942	basisonderwijs	a2
943	basisschool	a2
944	basisschoolkind	b1
945	basistechniek	b2
946	basisvoeding	a2
947	basisvoorwaarde	b2
948	basisvorming	a2
949	basiswoordenschat	b1
950	basketbalclub	b2
951	basketten	b2
952	basstem	a2
953	bastaardvloek	b2
954	bastaardzoon	a2
955	bat	a2
956	baten	b2
957	batist	b1
958	batterij	b1
959	bauxiet	b2
960	bazin	a2
961	beachcruiser	b2
962	beantwoorden	b2
963	beatrixtheater	a2
964	bebouwd	b1
965	beconcurreren	b2
966	bed	a2
967	bedanken	a1
968	beddengoed	a2
969	bedekken	c1
970	bedelaar	a2
971	bedelaarskleren	a2
972	bedelares	a2
973	bedelen	b2
974	bedelven	c1
975	bedenken	a2
976	bedenker	b2
977	bedenking	c1
978	bedenktijd	b1
979	bederven	b1
980	bedevaart	b2
981	bedgordijn	a2
982	bedgordijnen	a2
983	bediende	a2
984	bedienen	a2
985	bedoelen	a2
986	bedoeling	b2
987	bedotten	b2
988	bedrag	c1
989	bedragen	c1
990	bedreigen	b1
991	bedreiging	b2
992	bedreven	b2
993	bedriegen	a2
994	bedrieger	b2
995	bedrijf	c1
996	bedrijfsactiviteit	c1
997	bedrijfsadres	b2
998	bedrijfsbelang	b2
999	bedrijfscultuur	b2
1000	bedrijfskantine	b2
1001	bedrijfsleider	c1
1002	bedrijfsleven	b2
1003	bedrijfsmatig	b2
1004	bedrijfsnaam	b1
1005	bedrijfsongeluk	b1
1006	bedrijfsproces	b2
1007	bedrijfsruimte	b2
1008	bedrijfstak	b1
1009	bedrijfsterrein	b2
1010	bedrijfsuitje	a2
1011	bedrijfsverzamelgebouw	b2
1012	bedrijfswagen	b1
1013	bedrijfswereld	c1
1014	bedrijvigheid	b2
1015	bedroefd	b1
1016	bedroeven	a2
1017	bedrog	a2
1018	bedrogenen	b2
1019	bedrukt	c1
1020	bedscene	a2
1021	bedstede	a2
1022	beducht	c1
1023	beduiden	b2
1024	beduidend	b1
1025	bedwelmen	a2
1026	beek	b2
1027	beeld	c1
1028	beeldbuis	b1
1029	beelden	b2
1030	beeldentuin	b2
1031	beeldhouwkunst	b2
1032	beeldschoon	a2
1033	beeldtaal	b2
1034	beeldverhaal	b1
1035	beeldwoordenboek	b1
1036	been	a2
1037	beenstomp	a2
1038	beer	a2
1039	beest	a2
1040	beet	a2
1041	beetnemen	a2
1042	begaafdheid	b2
1043	begaan	b1
1044	begeleiden	b2
1045	begeleider	b2
1046	begeleiding	b1
1047	begeleidingstraject	b2
1048	begeleidster	a2
1049	begeven	b2
1050	begijnhof	b2
1051	begin	b2
1052	beginnen	a2
1053	beginner	b2
1054	beginnerscursus	a2
1055	beginniveau	b1
1056	begraafplaats	b2
1057	begrafenis	b1
1058	begrafenisplechtigheid	b1
1059	begraven	a2
1060	begrenzen	b2
1061	begrijpelijk	b2
1062	begrijpen	a1
1063	begrip	b2
1064	begroeiing	b2
1065	begroeten	b2
1066	begroeting	b2
1067	begroting	b2
1068	beha	b1
1069	behalen	b1
1070	behalve	a2
1071	behandelen	b2
1072	behandeling	b2
1073	behandelmethode	b1
1074	behang	b1
1075	beheer	c1
1076	beheerder	b1
1077	beheersbaar	b1
1078	beheersen	b2
1079	beheersing	b2
1080	behelpen	b2
1081	behendig	b1
1082	behendigsten	b1
1083	beheren	b2
1084	behoeden	b2
1085	behoefte	b2
1086	behoorlijk	b1
1087	behoren	c1
1088	behoud	c1
1089	behouden	b2
1090	behulp	b1
1091	behulpzaam	b1
1092	beiaard	b1
1093	beide	b2
1094	bejaard	b1
1095	bejaardentehuis	b2
1096	bejegenen	b2
1097	bek	a2
1098	bekampen	b1
1099	bekend	b2
1100	bekende	a2
1101	bekendheid	b1
1102	bekendmaken	a2
1103	bekendmaking	b2
1104	bekennen	b2
1105	beker	a2
1106	bekeren	b2
1107	bekeuren	b1
1108	bekeuring	b1
1109	bekijken	c1
1110	bekkentrekker	b1
1111	bekleden	b2
1112	beklemtonen	b2
1113	beklimmen	a2
1114	bekloppen	b2
1115	bekomen	b1
1116	bekoren	c1
1117	bekrachtigen	b2
1118	bel	a2
1119	belachelijk	b2
1120	belanden	b1
1121	belang	b2
1122	belangenvereniging	b2
1123	belangenverstrengeling	b2
1124	belangrijk	b2
1125	belangstelling	c1
1126	belangwekkend	b2
1127	belasten	b1
1128	belasting	c1
1129	belastingbetaler	b1
1130	belastingcent	b2
1131	belastingdienst	b2
1132	belastingdruk	b2
1133	belastinginkomst	b1
1134	belastingopbrengst	b1
1135	belazeren	b2
1136	beledig	a2
1137	beledigen	b1
1138	beledigend	b2
1139	belediging	b1
1140	beleefd	a2
1141	beleefdheid	b1
1142	beleg	b1
1143	belegeren	a2
1144	beleggen	c1
1145	belegger	c1
1146	belegging	c1
1147	beleid	b2
1148	beleidslijn	b2
1149	beleidsmens	b2
1150	beleidsmensen	b2
1151	beleidsverklaring	b2
1152	beleidswereld	b1
1153	beletten	c1
1154	beleven	b2
1155	belevenis	b2
1156	beleving	b2
1157	belezen	b1
1158	belg	b1
1159	belgeluid	a2
1160	belgisch	b1
1161	belgische	b2
1162	belichten	b2
1163	belkoord	a2
1164	bellen	a1
1165	belofte	a2
1166	belonen	a2
1167	beloning	b2
1168	beloven	a2
1169	beltegoed	b1
1170	beluisteren	b1
1171	bemannen	b2
1172	bemanning	b2
1173	bemanningslid	b1
1174	bemesten	b2
1175	bemiddelaar	b2
1176	bemiddeling	b2
1177	bemoeien	b1
1178	bemoeizuchtig	a2
1179	benadelen	c1
1180	benaderen	b2
1181	benadering	b2
1182	benadrukken	b2
1183	benaming	b2
1184	benauwd	b1
1185	benauwen	b2
1186	bende	a2
1187	beneden	a2
1188	benedendeks	b1
1189	benieuwd	a2
1190	benijdenswaardig	b1
1191	benodigd	b2
1192	benodigdheid	b1
1193	benoemen	b2
1194	benoeming	b2
1195	benul	b1
1196	benutten	b2
1197	benzine	a1
1198	benzinestation	a2
1199	beoefenaar	b2
1200	beoefenen	b2
1201	beogen	b2
1202	beoordelen	b2
1203	beoordeling	b2
1204	bepaald	c1
1205	bepalen	b2
1206	bepaling	b2
1207	beperken	c1
1208	beperking	b1
1209	bepoteld	b2
1210	beraad	b2
1211	beraden	b2
1212	bereid	c1
1213	bereiden	b1
1214	bereidheid	b2
1215	bereiding	b2
1216	bereidingswijze	a2
1217	bereikbaar	b2
1218	bereikbaarheid	b2
1219	bereiken	c1
1220	berekenen	b2
1221	berekening	c1
1222	berg	c1
1223	bergen	b2
1224	berging	a1
1225	bericht	b1
1226	berichten	b2
1227	berkenboom	a2
1228	berlijns muur	b1
1229	Bermuda Driehoek	b2
1230	beroemd	b2
1231	beroemdheid	b2
1232	beroep	b2
1233	beroepen	b2
1234	beroepsbevolking	b1
1235	beroepsdiploma	a2
1236	beroepsgericht	a2
1237	beroepsgroep	b2
1238	beroepshalve	b2
1239	beroepsmilitair	b1
1240	beroepsonderwijs	b1
1241	beroepsopleiding	b1
1242	beroerd	a2
1243	berokkenen	b2
1244	berouw	b2
1245	beroven	a2
1246	berucht	b2
1247	berusten	c1
1248	bes	c1
1249	beschaafd	b1
1250	beschadigen	b2
1251	beschadiging	b2
1252	beschaving	b2
1253	bescheiden	b2
1254	bescheidenheid	b2
1255	beschermen	b2
1256	beschieten	b1
1257	beschikbaar	c1
1258	beschikken	b2
1259	beschikking	b2
1260	beschilderen	c1
1261	beschouwen	b2
1262	beschouwing	b1
1263	beschrijven	b2
1264	beschrijving	b1
1265	beschuit	a2
1266	beschuldigen	a2
1267	beschuldiging	a2
1268	besef	b2
1269	beseffen	b1
1270	beslag	b2
1271	beslissen	b1
1272	beslissing	b2
1273	beslist	b2
1274	besluit	b1
1275	besluiten	b2
1276	besluitvorming	b2
1277	besmettelijk	b1
1278	besmetten	b2
1279	besmetting	b2
1280	bespaartip	a2
1281	besparen	b1
1282	bespeuren	b2
1283	bespot	b2
1284	bespottelijk	b2
1285	bespreken	b1
